Gene_ID,Patient1,Patient2,Patient3,Patient4,Patient5,Patient6,Patient7
ENSG00000233737,0,0,0,0,0,0,0
ENSG00000255233,2,1,0,0,1,0,0
ENSG00000279684,1,1,2,0,1,3,3
ENSG00000165325,3,8,8,8,6,7,8
ENSG00000166002,7,22,20,16,31,13,6
ENSG00000234106,101,66,369,33,167,123,75
ENSG00000240202,0,0,0,0,0,0,0
ENSG00000279454,0,0,0,0,0,0,0
ENSG00000278953,0,0,1,1,0,0,0
ENSG00000255515,1,2,0,0,1,3,0
ENSG00000166004,324,298,216,228,314,363,289
ENSG00000199875,1,0,6,2,3,0,1
ENSG00000254911,104,118,38,248,136,58,41
ENSG00000275146,0,0,0,0,0,0,0
ENSG00000273885,0,0,0,0,0,0,0
ENSG00000279696,32,27,12,10,8,18,9
ENSG00000166012,296,358,282,234,407,316,204
ENSG00000207112,0,0,0,0,0,0,0
ENSG00000206799,0,0,0,0,0,0,0
ENSG00000202314,5760,3893,13121,3871,13757,4525,2264
ENSG00000206834,0,0,0,0,0,0,0
ENSG00000207304,0,0,0,0,0,0,0
ENSG00000239195,0,0,0,0,0,0,0
ENSG00000207145,0,0,0,0,0,0,0
ENSG00000284458,0,0,0,0,0,0,0
ENSG00000210825,0,0,0,0,0,0,0
ENSG00000182919,84,76,92,73,137,63,95
ENSG00000284057,0,0,0,0,0,0,0
ENSG00000042429,60,117,64,60,76,88,67
ENSG00000214376,26,35,22,33,23,36,27
ENSG00000206911,54,35,49,21,33,0,358
ENSG00000255995,0,0,0,0,0,0,0
ENSG00000256752,0,3,4,0,0,0,3
ENSG00000181333,1,3,5,2,1,4,7
ENSG00000227593,0,0,1,0,1,0,1
ENSG00000110218,89,103,108,99,118,130,97
ENSG00000256745,161,45,33,60,36,71,111
ENSG00000250519,1,1,1,0,2,0,3
ENSG00000183560,1,3,0,0,0,0,0
ENSG00000123901,85,74,98,46,97,90,24
ENSG00000020922,204,162,146,154,228,206,192
ENSG00000221230,4,0,2,2,3,1,1
ENSG00000255893,3,1,0,1,7,5,1
ENSG00000168876,43,65,46,28,54,51,41
ENSG00000257057,4,1,1,3,1,3,0
ENSG00000196371,45,39,51,31,45,33,47
ENSG00000134627,26,55,29,37,51,26,29
ENSG00000255929,9,19,9,12,5,15,15
ENSG00000280167,5,2,1,0,0,8,0
ENSG00000233536,0,3,0,0,0,4,4
ENSG00000255666,15,28,8,16,7,13,9
ENSG00000166025,184,280,231,190,242,243,229
ENSG00000256469,0,0,0,0,0,0,0
ENSG00000213368,20,8,9,10,15,10,11
ENSG00000150316,138,108,133,98,184,157,145
ENSG00000186280,4,17,4,6,5,13,9
ENSG00000255653,0,0,0,0,0,0,0
ENSG00000235268,1,3,3,2,4,0,3
ENSG00000274486,0,0,0,1,0,0,0
ENSG00000256779,5,4,5,0,5,5,6
ENSG00000257012,0,0,1,0,0,1,0
ENSG00000255855,1,0,1,1,3,1,1
ENSG00000277984,2,1,0,1,0,1,0
ENSG00000263465,211,222,264,221,238,205,271
ENSG00000149218,419,417,457,517,812,524,642
ENSG00000270689,14,8,8,7,16,14,26
ENSG00000270578,11,12,2,4,4,2,10
ENSG00000245552,18,26,9,24,13,17,25
ENSG00000149212,2350,2935,3464,1900,2278,2185,2135
ENSG00000282834,4,11,5,6,2,5,3
ENSG00000250390,0,1,0,1,0,3,0
ENSG00000285842,2,1,3,2,1,4,3
ENSG00000255605,0,0,1,0,1,1,0
ENSG00000273600,0,0,0,0,0,0,0
ENSG00000077458,91,96,123,82,131,152,121
ENSG00000166037,250,186,222,168,267,195,239
ENSG00000087053,396,371,434,375,368,460,592
ENSG00000222578,0,0,0,0,0,0,0
ENSG00000242993,2,0,0,0,2,0,0
ENSG00000184384,124,155,80,93,199,84,148
ENSG00000285921,1,1,1,0,1,9,2
ENSG00000266192,0,0,0,0,0,0,0
ENSG00000149231,894,727,733,604,903,718,652
ENSG00000183340,66,80,65,44,76,46,45
ENSG00000255679,0,1,1,0,0,0,1
ENSG00000200411,0,0,0,0,0,0,0
ENSG00000256684,0,0,0,0,1,0,1
ENSG00000254587,2,4,1,1,5,2,4
ENSG00000255376,0,1,0,1,1,0,1
ENSG00000255205,0,0,0,0,0,0,0
ENSG00000270753,0,0,1,2,0,0,0
ENSG00000255039,1,1,0,0,0,0,1
ENSG00000199315,0,0,1,0,0,0,0
ENSG00000255502,3,3,1,0,0,0,0
ENSG00000254555,0,0,0,0,0,0,0
ENSG00000255380,2,4,0,2,0,0,1
ENSG00000254939,7,6,2,8,1,4,1
ENSG00000254599,0,0,0,0,0,0,0
ENSG00000254830,1,1,0,0,0,0,0
ENSG00000149972,262,229,282,141,249,205,130
ENSG00000223269,10,5,1,0,1,0,0
ENSG00000255547,12,4,13,10,12,6,4
ENSG00000242165,0,0,1,0,0,0,0
ENSG00000255059,16,7,3,9,8,15,10
ENSG00000248027,3,2,0,0,1,0,0
ENSG00000165895,113,121,88,96,107,92,86
ENSG00000200047,6,384,6,1,6,1,101
ENSG00000082175,24,27,30,10,63,28,17
ENSG00000282728,2,1,4,1,2,2,0
ENSG00000255504,15,14,13,12,14,13,2
ENSG00000137672,20,26,17,22,23,29,24
ENSG00000263885,0,0,0,0,0,0,0
ENSG00000254506,6,5,4,0,3,5,16
ENSG00000254534,2,1,0,0,0,2,4
ENSG00000187151,3,1,8,5,2,5,1
ENSG00000110318,612,403,393,385,451,457,349
ENSG00000137691,9,6,6,2,6,4,1
ENSG00000274097,0,0,0,0,0,0,0
ENSG00000260008,6,1,2,0,2,2,1
ENSG00000277459,0,0,0,0,0,0,0
ENSG00000137693,222,245,197,165,488,220,248
ENSG00000254422,0,0,0,0,0,0,0
ENSG00000243777,10,56,19,30,24,43,57
ENSG00000270868,0,0,0,0,0,0,0
ENSG00000271600,0,0,0,0,0,0,0
ENSG00000212466,0,1,0,0,1,0,0
ENSG00000023445,26,35,53,31,62,63,105
ENSG00000110330,250,234,265,208,295,256,208
ENSG00000152558,269,348,217,245,622,350,402
ENSG00000255337,1,3,1,0,0,0,1
ENSG00000255482,0,0,0,0,0,0,0
ENSG00000137673,1,1,1,0,0,0,1
ENSG00000137674,0,1,0,1,0,0,0
ENSG00000256916,1,1,2,0,0,0,0
ENSG00000281655,1,0,0,1,1,0,0
ENSG00000137675,0,0,1,0,0,0,0
ENSG00000118113,6,2,5,1,6,0,0
ENSG00000255282,1,1,1,3,0,1,3
ENSG00000225678,0,0,0,0,0,2,1
ENSG00000256254,6,3,3,3,2,1,5
ENSG00000166670,2,0,0,1,1,0,0
ENSG00000196611,0,1,0,0,0,0,3
ENSG00000256035,11,3,7,2,6,7,10
ENSG00000149968,1,2,0,0,0,0,3
ENSG00000262406,3,1,1,0,0,0,1
ENSG00000255469,0,1,1,1,0,0,0
ENSG00000238562,0,0,0,0,0,0,0
ENSG00000137745,3,2,0,3,0,1,0
ENSG00000276521,0,0,0,0,0,0,0
ENSG00000239861,1,1,1,0,0,1,0
ENSG00000137692,582,630,717,463,617,588,701
ENSG00000260966,0,0,0,0,0,0,0
ENSG00000187240,772,789,763,628,948,840,622
ENSG00000285878,6,11,5,1,6,1,2
ENSG00000254895,5,4,2,0,7,2,1
ENSG00000254931,2,4,6,0,3,0,2
ENSG00000255417,0,1,5,0,2,1,0
ENSG00000255350,258,434,223,16,134,670,74
ENSG00000254565,0,3,4,0,3,0,1
ENSG00000253245,74,81,76,19,12,14,24
ENSG00000254824,0,0,0,0,0,0,0
ENSG00000254987,0,2,0,0,1,0,0
ENSG00000264200,0,1,0,0,0,0,0
ENSG00000170962,40,39,65,18,48,40,24
ENSG00000255548,1,2,2,0,0,0,0
ENSG00000170967,3,6,2,0,5,1,0
ENSG00000280773,0,0,0,0,0,0,0
ENSG00000256422,9,13,8,2,3,8,7
ENSG00000270449,0,2,1,0,1,0,0
ENSG00000254569,0,0,1,0,0,0,0
ENSG00000204403,4,5,0,1,3,0,1
ENSG00000235505,7,5,9,3,4,7,1
ENSG00000196954,7,18,9,8,36,9,15
ENSG00000284715,0,0,0,0,0,0,0
ENSG00000137757,2,1,0,0,7,1,0
ENSG00000137752,17,17,3,7,24,11,9
ENSG00000204397,8,1,3,0,2,1,1
ENSG00000254750,0,0,1,0,1,0,0
ENSG00000255221,0,0,0,1,1,0,0
ENSG00000255430,0,0,0,0,1,0,0
ENSG00000255501,1,1,3,1,1,1,0
ENSG00000254767,0,0,0,0,0,0,1
ENSG00000255336,0,0,0,0,0,0,0
ENSG00000278640,0,0,0,0,0,0,0
ENSG00000152578,917,950,1021,535,730,892,455
ENSG00000255403,18,24,20,16,30,18,8
ENSG00000222663,10,6,7,1,3,4,3
ENSG00000252081,1,1,1,3,1,1,0
ENSG00000285813,74,62,89,44,79,66,64
ENSG00000170903,368,285,381,243,423,306,321
ENSG00000182359,112,115,156,97,104,175,102
ENSG00000149313,551,570,690,421,499,650,497
ENSG00000254433,7,9,7,2,10,8,5
ENSG00000254580,1,0,0,0,0,0,0
ENSG00000254811,2,4,4,1,0,0,1
ENSG00000255065,5,0,0,1,1,5,0
ENSG00000152402,1345,1451,1961,1176,1360,1361,1060
ENSG00000274584,11,9,7,4,20,9,1
ENSG00000213252,40,15,27,33,24,33,16
ENSG00000255353,4,8,2,5,1,4,1
ENSG00000261098,61,88,93,86,125,75,85
ENSG00000152404,139,131,117,90,138,150,139
ENSG00000225215,4,11,8,4,7,2,4
ENSG00000137760,78,98,99,119,100,97,113
ENSG00000270969,1,0,1,2,0,0,0
ENSG00000110675,444,482,545,483,353,572,282
ENSG00000255483,2,1,1,2,2,0,1
ENSG00000254758,5,11,6,5,2,9,6
ENSG00000170290,0,1,1,0,2,8,0
ENSG00000254702,1,2,1,6,0,4,3
ENSG00000110660,7,23,18,17,29,26,14
ENSG00000240652,13,9,9,2,14,1,2
ENSG00000179331,18,14,22,11,18,19,13
ENSG00000166266,454,497,578,443,549,603,433
ENSG00000200855,80,86,317,161,61,95,44
ENSG00000255467,0,1,0,1,0,1,0
ENSG00000075239,160,202,150,152,177,234,129
ENSG00000285696,6,1,1,3,4,10,10
ENSG00000149308,202,265,205,156,277,261,239
ENSG00000149311,883,1006,836,680,1025,865,964
ENSG00000206967,0,0,0,0,0,0,0
ENSG00000166323,24,48,27,15,12,9,20
ENSG00000178202,45,59,58,38,85,49,58
ENSG00000110723,117,126,132,59,131,68,85
ENSG00000178105,220,183,256,147,236,206,202
ENSG00000240698,0,2,1,0,0,2,4
ENSG00000254730,2,5,2,1,1,1,1
ENSG00000255379,2,1,4,1,2,1,2
ENSG00000203334,0,0,0,1,0,1,0
ENSG00000255528,0,0,0,0,0,0,0
ENSG00000201243,0,0,0,0,0,0,0
ENSG00000200613,0,0,0,0,0,0,0
ENSG00000264997,0,0,0,0,0,0,0
ENSG00000255028,3,1,1,2,0,2,1
ENSG00000185742,1182,1122,1803,958,755,1210,567
ENSG00000254890,6,7,4,3,12,7,2
ENSG00000254482,0,1,0,0,1,1,0
ENSG00000254659,0,0,0,0,0,0,0
ENSG00000137710,440,431,393,344,842,477,499
ENSG00000254798,0,0,0,0,2,0,0
ENSG00000224776,0,2,0,0,0,1,0
ENSG00000270423,0,0,0,0,0,0,0
ENSG00000255210,2,6,12,2,2,3,12
ENSG00000149289,261,270,238,208,323,253,280
ENSG00000254416,0,1,1,0,0,0,0
ENSG00000137714,97,71,115,92,93,86,82
ENSG00000137727,344,342,389,472,298,423,172
ENSG00000233497,2,2,2,0,1,0,1
ENSG00000255149,4,5,0,1,1,6,3
ENSG00000200168,0,0,0,0,0,0,0
ENSG00000271390,0,0,1,0,0,0,0
ENSG00000271584,4,0,0,0,2,0,2
ENSG00000239354,0,1,1,0,0,0,0
ENSG00000270202,2,0,0,0,0,0,0
ENSG00000150750,0,0,1,0,0,0,0
ENSG00000196167,47,36,46,22,45,50,19
ENSG00000214290,2,8,1,4,3,2,6
ENSG00000264032,0,0,0,0,0,0,0
ENSG00000110777,3,7,2,5,2,4,3
ENSG00000253099,1,0,0,0,0,0,0
ENSG00000255428,5,1,7,1,5,1,1
ENSG00000255093,0,2,2,0,1,0,1
ENSG00000137707,2,0,1,0,1,0,0
ENSG00000286028,0,0,0,0,0,0,1
ENSG00000207811,2,2,5,2,1,5,6
ENSG00000207562,0,0,0,0,0,0,0
ENSG00000254980,0,0,0,0,0,0,0
ENSG00000183644,1,0,2,0,1,1,0
ENSG00000204381,5,19,12,11,58,12,55
ENSG00000170145,743,976,851,897,943,928,948
ENSG00000235286,14,10,3,13,5,16,10
ENSG00000223324,3,4,1,5,1,2,1
ENSG00000137713,129,153,113,126,211,137,136
ENSG00000254990,4,2,7,7,2,2,4
ENSG00000086848,90,119,88,101,96,100,88
ENSG00000258529,0,0,0,0,0,0,0
ENSG00000254450,3,4,2,3,2,3,2
ENSG00000254949,0,0,0,1,0,0,0
ENSG00000255561,19,13,13,18,13,10,20
ENSG00000137720,33,18,27,19,27,37,17
ENSG00000176343,6,10,3,6,5,7,5
ENSG00000109846,501,1027,297,643,1291,618,1492
ENSG00000170276,0,0,0,0,0,0,3
ENSG00000254445,0,0,0,0,0,0,0
ENSG00000149300,0,0,1,0,0,0,0
ENSG00000150764,289,350,256,336,389,310,410
ENSG00000238965,0,0,0,0,0,0,0
ENSG00000255286,1,1,0,1,0,0,0
ENSG00000255334,2,1,3,10,2,1,3
ENSG00000150768,208,217,293,193,265,281,178
ENSG00000230911,4,3,2,6,1,1,6
ENSG00000238444,0,2,1,0,2,1,0
ENSG00000271025,1,0,1,1,0,0,0
ENSG00000150773,15,8,14,9,19,6,9
ENSG00000150776,114,178,107,115,148,112,116
ENSG00000150779,15,8,8,14,6,20,5
ENSG00000204370,82,107,100,61,113,105,42
ENSG00000255292,0,3,0,0,0,0,0
ENSG00000150782,30,46,25,23,26,8,36
ENSG00000254638,1,2,2,6,3,3,0
ENSG00000150783,1,3,3,7,14,20,6
ENSG00000197580,63,80,51,72,74,63,74
ENSG00000214264,26,11,7,12,16,14,21
ENSG00000255231,9,5,2,3,2,6,9
ENSG00000243930,0,0,0,0,0,0,0
ENSG00000150787,73,65,116,81,104,132,100
ENSG00000243250,8,37,6,17,8,36,24
ENSG00000188771,0,1,3,2,10,4,24
ENSG00000268472,2,0,1,2,1,2,7
ENSG00000213234,15,15,13,24,32,18,29
ENSG00000250303,17,31,26,17,30,34,65
ENSG00000206772,1,0,1,2,1,0,0
ENSG00000254968,0,3,0,0,1,2,8
ENSG00000213233,1,1,0,4,1,3,2
ENSG00000255484,3,1,0,0,0,0,0
ENSG00000212397,0,0,0,0,0,0,0
ENSG00000285769,2,6,2,3,0,1,4
ENSG00000254626,3,1,3,0,0,2,0
ENSG00000247416,7,10,5,2,3,12,8
ENSG00000149294,2733,2505,2195,2559,2513,3475,3236
ENSG00000238998,0,0,3,0,4,3,2
ENSG00000227487,7,7,7,4,5,11,3
ENSG00000255129,12,11,9,8,6,8,7
ENSG00000149292,46,84,34,47,32,63,52
ENSG00000270179,9,3,8,0,3,3,5
ENSG00000170209,0,1,4,0,2,2,2
ENSG00000256757,0,2,1,0,1,0,0
ENSG00000149295,12,12,15,2,4,11,9
ENSG00000265140,0,0,0,0,0,0,0
ENSG00000166682,26,57,23,37,148,36,90
ENSG00000256091,8,1,5,3,5,4,6
ENSG00000086827,95,89,120,80,135,131,146
ENSG00000243353,0,1,0,0,0,0,0
ENSG00000257070,0,1,0,0,0,0,4
ENSG00000256603,5,3,11,3,5,10,6
ENSG00000228607,1,0,0,0,0,0,0
ENSG00000256167,30,38,20,46,25,28,68
ENSG00000255870,0,0,0,0,0,0,0
ENSG00000257101,1,3,0,1,0,0,1
ENSG00000048028,210,201,164,133,194,210,146
ENSG00000256452,1,0,8,2,3,0,3
ENSG00000255710,14,16,6,4,10,3,4
ENSG00000201687,2,1,0,2,0,0,0
ENSG00000149305,75,123,103,56,64,121,34
ENSG00000166736,6,6,2,3,2,9,3
ENSG00000109906,378,342,226,319,505,428,471
ENSG00000256947,16,7,8,6,14,9,5
ENSG00000166741,15,5,22,8,19,24,7
ENSG00000256195,4,0,2,2,2,3,0
ENSG00000180425,28,40,45,22,59,47,49
ENSG00000076053,84,101,80,73,122,63,70
ENSG00000255663,0,0,1,0,0,0,1
ENSG00000076043,54,67,70,64,91,62,44
ENSG00000256533,17,11,1,8,4,6,10
ENSG00000255982,0,0,4,1,1,1,3
ENSG00000270204,1,0,0,2,1,0,1
ENSG00000095110,15,8,2,6,7,4,13
ENSG00000238724,0,0,0,0,0,0,0
ENSG00000137634,6,5,3,4,4,0,6
ENSG00000256674,23,5,7,2,19,9,6
ENSG00000204361,6,8,8,2,5,5,7
ENSG00000252870,0,0,0,0,0,0,0
ENSG00000182985,867,1031,865,760,1169,765,819
ENSG00000256972,9,12,7,4,4,4,3
ENSG00000255580,36,28,49,24,24,13,30
ENSG00000256315,16,15,13,9,22,9,7
ENSG00000256281,0,0,0,0,0,0,0
ENSG00000257087,3,0,1,2,1,1,0
ENSG00000255903,0,2,0,0,3,0,2
ENSG00000255689,0,0,1,1,0,1,0
ENSG00000239153,0,0,0,0,0,0,0
ENSG00000255599,0,0,0,0,1,1,0
ENSG00000260254,2,4,0,5,3,0,1
ENSG00000279771,1,2,3,2,2,0,0
ENSG00000256717,1,9,0,4,2,1,0
ENSG00000279818,1,8,3,0,0,5,3
ENSG00000246100,29,32,24,15,19,25,17
ENSG00000257067,0,0,0,0,0,2,1
ENSG00000244259,2,7,2,1,2,2,4
ENSG00000239600,0,1,0,0,0,0,0
ENSG00000236437,0,2,0,0,0,1,0
ENSG00000278945,0,0,0,0,0,0,0
ENSG00000237937,0,0,0,0,2,3,0
ENSG00000137656,70,59,27,47,57,70,37
ENSG00000226645,0,0,0,0,0,0,0
ENSG00000109917,162,276,153,236,192,188,271
ENSG00000110243,1,2,0,1,0,0,1
ENSG00000236267,0,1,0,0,0,0,0
ENSG00000285513,0,0,0,0,0,0,0
ENSG00000110244,0,0,0,1,0,0,1
ENSG00000110245,0,1,1,0,0,0,0
ENSG00000118137,2,3,1,0,1,0,0
ENSG00000235910,8,16,9,16,12,4,10
ENSG00000160584,912,1236,614,1047,959,1099,1106
ENSG00000200537,80,30,299,90,77,70,17
ENSG00000234268,5,5,7,3,7,6,4
ENSG00000224077,0,0,0,0,0,0,0
ENSG00000225236,10,23,2,20,14,13,12
ENSG00000254851,32,31,13,33,30,27,44
ENSG00000254678,0,0,0,0,0,0,1
ENSG00000168092,599,748,732,604,725,754,629
ENSG00000149577,104,148,88,133,108,162,136
ENSG00000149591,19,48,22,14,39,48,31
ENSG00000160613,160,230,138,162,205,158,219
ENSG00000280143,1,6,9,4,3,2,9
ENSG00000167257,92,122,76,129,95,125,164
ENSG00000252992,8,4,9,0,1,4,0
ENSG00000186318,204,213,170,190,199,188,242
ENSG00000278768,30,58,51,34,33,30,48
ENSG00000276505,0,1,2,2,0,0,2
ENSG00000110274,135,253,84,194,218,174,191
ENSG00000250699,1,1,0,0,1,0,0
ENSG00000271412,15,13,0,5,9,4,16
ENSG00000177103,80,151,64,115,119,135,133
ENSG00000279586,1,5,4,0,3,9,1
ENSG00000270403,1,3,0,7,1,7,5
ENSG00000137731,6,13,2,12,6,14,8
ENSG00000254844,0,1,0,0,1,0,1
ENSG00000255245,0,0,0,0,0,0,0
ENSG00000254528,14,24,9,11,15,21,10
ENSG00000137726,211,250,150,250,191,250,220
ENSG00000137747,3,4,1,1,2,1,2
ENSG00000110324,28,56,32,13,42,26,41
ENSG00000255274,2,7,0,0,0,0,3
ENSG00000272075,11,25,17,2,8,3,8
ENSG00000137648,9,7,21,7,5,5,6
ENSG00000177098,244,232,250,213,221,234,322
ENSG00000149575,630,834,532,776,543,729,325
ENSG00000160593,8,5,2,1,4,4,2
ENSG00000255163,4,2,0,2,0,0,1
ENSG00000160588,6,16,8,4,7,14,6
ENSG00000149573,9,6,7,1,36,18,19
ENSG00000280032,4,0,0,0,0,0,1
ENSG00000198851,2,2,1,1,8,0,1
ENSG00000254992,0,0,0,0,0,1,1
ENSG00000167286,0,0,2,1,0,0,0
ENSG00000160654,2,6,6,6,2,0,2
ENSG00000110344,625,631,620,730,719,744,549
ENSG00000254873,0,0,0,0,1,0,0
ENSG00000285827,9,2,1,3,3,0,2
ENSG00000167283,81,106,120,70,89,76,54
ENSG00000269944,7,6,5,6,6,1,10
ENSG00000255384,5,8,4,6,6,10,7
ENSG00000118058,1705,1814,1380,1457,1830,1854,1925
ENSG00000255435,2,3,1,2,3,2,1
ENSG00000172425,2,4,0,3,3,4,1
ENSG00000149582,104,155,115,197,126,174,156
ENSG00000118096,96,71,37,60,70,74,75
ENSG00000243431,23,35,14,19,26,22,19
ENSG00000095139,502,517,527,479,624,655,478
ENSG00000207185,0,0,2,0,3,5,0
ENSG00000019144,222,437,222,312,734,332,745
ENSG00000255176,21,36,17,13,32,13,53
ENSG00000284246,0,0,0,0,0,0,0
ENSG00000118094,15,17,13,10,15,3,21
ENSG00000255239,2,0,0,0,0,0,0
ENSG00000255422,0,1,0,0,0,0,1
ENSG00000207462,0,0,0,0,0,1,0
ENSG00000110367,2654,2730,3260,2365,2963,2982,2052
ENSG00000278376,3,9,3,8,2,7,12
ENSG00000254478,0,0,1,0,0,0,0
ENSG00000254621,10,15,21,10,5,10,9
ENSG00000201535,4,4,1,1,6,8,3
ENSG00000160683,1,34,1,0,0,1,0
ENSG00000245869,0,0,0,1,0,1,3
ENSG00000186174,94,131,59,110,98,88,81
ENSG00000264211,0,0,0,0,0,0,0
ENSG00000110375,4,0,6,2,3,3,10
ENSG00000239726,1,4,0,2,1,0,3
ENSG00000222529,81,32,300,122,113,92,23
ENSG00000176302,1,1,0,1,2,0,1
ENSG00000280502,0,3,0,1,1,0,0
ENSG00000283691,0,0,0,0,0,0,0
ENSG00000255121,6,7,9,8,4,19,2
ENSG00000186166,256,286,213,234,241,237,339
ENSG00000240970,30,25,28,6,27,30,35
ENSG00000254428,20,42,22,33,42,42,29
ENSG00000254909,8,24,6,19,14,22,28
ENSG00000118181,141,234,51,206,202,178,221
ENSG00000196655,49,82,69,66,63,58,51
ENSG00000283704,0,0,0,0,0,0,0
ENSG00000137700,43,47,27,71,49,62,59
ENSG00000149428,672,636,432,648,574,705,590
ENSG00000255114,0,0,0,0,0,0,0
ENSG00000271751,2,2,1,3,1,2,0
ENSG00000272186,0,0,0,0,1,1,5
ENSG00000160695,230,271,215,321,345,472,249
ENSG00000256269,22,31,18,30,21,21,23
ENSG00000188486,57,56,68,64,54,55,44
ENSG00000172269,56,72,39,55,68,40,32
ENSG00000172375,360,279,284,280,241,347,287
ENSG00000172273,114,107,51,84,107,124,89
ENSG00000172350,90,96,69,103,56,107,72
ENSG00000160703,18,42,9,25,32,35,37
ENSG00000172367,3,2,0,0,2,0,1
ENSG00000248712,1,4,1,1,0,3,0
ENSG00000110395,473,628,574,422,578,534,494
ENSG00000222249,0,1,1,0,0,0,0
ENSG00000076706,146,134,114,179,270,141,384
ENSG00000284148,0,0,0,0,0,0,0
ENSG00000252119,0,0,0,0,0,0,0
ENSG00000173456,21,33,27,30,17,46,23
ENSG00000245385,0,0,0,0,0,0,0
ENSG00000235718,1,3,0,0,2,1,0
ENSG00000223953,0,0,0,0,0,0,0
ENSG00000036672,223,163,181,239,226,198,229
ENSG00000254740,0,0,0,0,0,1,0
ENSG00000245248,19,11,13,24,25,22,9
ENSG00000254590,9,11,3,5,1,3,5
ENSG00000254892,0,0,0,0,1,0,0
ENSG00000154096,587,856,465,922,483,935,417
ENSG00000263873,0,0,0,0,0,0,0
ENSG00000255377,10,1,1,1,3,1,0
ENSG00000230716,4,5,8,3,5,1,7
ENSG00000254561,16,21,11,30,18,24,24
ENSG00000110400,353,498,349,460,290,445,458
ENSG00000199217,0,4,1,4,0,1,1
ENSG00000255247,0,0,0,8,1,3,2
ENSG00000254854,7,1,5,4,4,2,5
ENSG00000254406,38,7,3,3,3,11,4
ENSG00000254863,1,2,1,0,1,2,0
ENSG00000255216,0,1,1,0,0,2,0
ENSG00000137699,12,7,12,5,13,16,4
ENSG00000176984,5,4,2,0,5,1,3
ENSG00000184232,39,79,33,56,51,71,62
ENSG00000137709,6,6,3,3,2,4,9
ENSG00000259541,0,1,0,2,0,1,1
ENSG00000181264,79,109,89,98,152,103,64
ENSG00000196914,2694,2736,2416,2160,2855,2498,2007
ENSG00000274303,2,2,1,0,3,0,1
ENSG00000149403,78,93,70,84,63,83,117
ENSG00000255006,8,0,8,6,6,4,12
ENSG00000250493,27,20,7,19,5,12,29
ENSG00000254735,1,1,0,5,4,3,0
ENSG00000154114,137,104,139,90,107,116,147
ENSG00000285509,4,1,10,2,4,3,5
ENSG00000109927,40,39,35,33,33,37,33
ENSG00000254515,1,0,0,1,0,1,1
ENSG00000244400,1,0,1,0,0,0,1
ENSG00000109929,745,917,778,687,761,594,602
ENSG00000232460,11,12,15,19,29,17,10
ENSG00000271022,0,1,0,0,0,0,1
ENSG00000246790,1,6,1,7,6,4,5
ENSG00000137642,2870,3647,2931,3524,2521,4497,1911
ENSG00000286044,6,8,5,6,4,4,12
ENSG00000286023,0,3,1,4,1,2,2
ENSG00000252556,0,0,1,0,1,0,0
ENSG00000255248,780,830,809,606,1111,671,480
ENSG00000207971,2665,1802,18229,2466,4757,2618,1344
ENSG00000259571,1,5,4,4,14,5,14
ENSG00000198975,1187,868,3113,765,1199,947,692
ENSG00000207994,179,128,1140,132,353,182,144
ENSG00000255015,2,5,0,0,0,0,0
ENSG00000255219,2,9,4,0,1,4,1
ENSG00000252776,0,2,8,4,8,8,6
ENSG00000253035,4,6,8,5,7,10,6
ENSG00000223265,0,0,0,0,0,0,0
ENSG00000254572,68,73,33,44,91,33,437
ENSG00000254935,0,0,0,0,0,0,1
ENSG00000154127,100,253,191,119,147,136,73
ENSG00000239079,0,2,0,0,1,0,0
ENSG00000285909,8,10,2,6,8,6,3
ENSG00000109943,1,2,3,0,1,0,0
ENSG00000109944,107,135,126,72,75,93,59
ENSG00000199709,13,3,17,4,7,12,5
ENSG00000254944,12,10,9,21,7,35,12
ENSG00000188909,0,0,0,0,0,1,0
ENSG00000213184,9,9,7,5,3,13,9
ENSG00000243669,2,9,13,0,5,1,4
ENSG00000244641,1,1,2,0,0,0,0
ENSG00000233541,0,0,0,0,1,0,0
ENSG00000109971,4021,3027,2524,4245,3683,5004,1969
ENSG00000200879,5690,2050,3925,1553,6434,4183,876
ENSG00000207118,0,0,0,0,0,0,0
ENSG00000202252,0,0,0,0,0,0,0
ENSG00000166250,32,35,43,29,51,41,39
ENSG00000255342,1,8,6,7,4,2,4
ENSG00000254710,0,2,0,0,0,0,0
ENSG00000200496,0,12,121,23,48,19,1
ENSG00000254823,1,0,1,0,0,1,0
ENSG00000254407,0,0,0,0,0,0,0
ENSG00000023171,1165,1388,999,1028,889,1335,796
ENSG00000265357,0,0,0,0,0,0,0
ENSG00000254449,40,39,42,32,29,37,34
ENSG00000166257,1990,1929,2065,2055,1212,1643,1454
ENSG00000254467,0,1,1,3,1,0,2
ENSG00000166261,95,95,49,85,92,70,59
ENSG00000221931,2,3,2,1,3,3,4
ENSG00000200197,1,4,0,2,3,1,2
ENSG00000196099,0,1,0,0,0,0,1
ENSG00000254613,1,7,1,2,1,0,1
ENSG00000254430,1,0,3,0,1,1,0
ENSG00000204300,0,0,2,0,0,4,1
ENSG00000181518,4,3,8,5,3,3,2
ENSG00000171014,1,0,1,0,1,0,1
ENSG00000181499,4,0,0,1,0,0,0
ENSG00000196248,0,0,0,1,0,0,0
ENSG00000198674,0,1,0,0,0,0,0
ENSG00000226461,2,0,0,0,0,0,0
ENSG00000254737,2,1,3,3,0,2,4
ENSG00000236981,0,0,1,0,0,0,0
ENSG00000234560,0,0,1,0,0,0,0
